05.10.2018                                                                                                       Saída dinâmica de lista                                                                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Itm|Medi|Nota    |Ordem     |P|Texto das medidas                       |Texto do item                           |CenTrabRes|StatUsuár.|StatSist |Local de instalação           |Exec.por|Fim plan. |Problema|GrCoMed |Data      |Concluído |ÁrO|CóMd|
|   15|  26|9612547 |2015985505|6|CI-A32: PINT                            |                                        |010COM02  |RECB      |MEDL     |301018.FSCI.542099.000001     |CTMIINTG|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|          |P18|D   |
|   15|  27|9612547 |2015985505|6|SD-DEC-A11E: PINT                       |                                        |010COM02  |CANC      |MEDE     |301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|09.08.2018|P18|D   |
|   15|  28|9612547 |2015985505|6|SD-DEC-A11E-A11B: PINT                  |                                        |010COM02  |CANC      |MEDE     |301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|09.08.2018|P18|D   |
|   15|  29|9612547 |2015985505|6|SD-DEC-A11E-A11B: CALD                  |                                        |010COM02  |RECB      |MEDL     |301018.FSCI.542099.000001     |CTMIECOP|30.03.2020|PMANORMA|CAMPSPAR|26.04.2017|          |P18|D   |
|   15|  30|9612547 |2015985505|6|SD-DEC-A11B: PINT                       |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|13.07.2017|P18|D   |
|   15|  31|9612547 |2015985505|6|SD-DEC-A11C-A11A: CALD                  |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|27.01.2018|P18|C   |
|   15|  32|9612547 |2015985505|6|SD-DEC-A11C-A11A: CALD                  |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|27.01.2018|P18|C   |
|   15|  33|9612547 |2015985505|6|SD-DEC-A13: PINT                        |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|27.01.2018|P18|D   |
|   15|  34|9612547 |2015985505|6|SD-DEC-A13: CALD                        |                                        |010COM02  |RECB      |MEDL     |301018.FSCI.542099.000001     |CTMIECOP|30.03.2019|PMANORMA|CAMPSPAR|26.04.2017|          |P18|C   |
|   15|  35|9612547 |2015985505|6|SD-DEC-A15: PINT                        |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|15.01.2018|P18|D   |
|   15|  36|9612547 |2015985505|6|CS-A48A: PINT                           |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|11.06.2017|P18|D   |
|   15|  37|9612547 |2015985505|6|CS-A53: PINT                            |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|03.06.2017|P18|D   |
|   15|  38|9612547 |2015985505|6|CS-A48B: PINT                           |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|07.06.2017|P18|D   |
|   15|  39|9612547 |2015985505|6|CS-A48B: PINT                           |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|07.06.2017|P18|D   |
|   15|  40|9612547 |2015985505|6|CS-A49: PINT                            |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|11.06.2017|P18|D   |
|   15|  41|9612547 |2015985505|6|CS-A70: PINT                            |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|03.06.2017|P18|D   |
|   15|  42|9612547 |2015985505|6|CS-A52: PINT                            |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|07.06.2017|P18|D   |
|   16|  43|9612547 |2015985505|6|CS-A73: PINT                            |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|        |CAMPSPAR|26.04.2017|17.07.2017|P18|D   |
|    1|   1|10323314|2017241267|7| CS-A53B: CALC                          |                                        |400TIP02  |RECB      |MEDL     |301018.FSCI.542099.000001     |CTMIINTG|18.06.2018|PMANORMA|CAMPSPAR|11.02.2018|          |P18|C   |
|    1|   1|10698100|          |5|CI-A19B: CALD                           |                                        |400TIP02  |PH        |MEDA     |301018.FSCI.542099.000001     |010COP02|          |PMANORMA|CAMPSPAR|12.07.2018|          |P18|C   |
|    2|   2|10698100|          |5|SD-DEC-A11E: CALD                       |                                        |400TIP02  |PH        |MEDA     |301018.FSCI.542099.000001     |010COE02|          |PMANORMA|CAMPSPAR|12.07.2018|          |P18|C   |
|    2|   3|10698100|          |5|SD-DEC-A11E: CALD                       |                                        |400TIP02  |PH        |MEDA     |301018.FSCI.542099.000001     |010COE02|          |PMANORMA|CAMPSPAR|12.07.2018|          |P18|C   |
|    4|   4|9612547 |2015985505|6|CS-A73: PINT                            |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|19.10.2017|P18|D   |
|    1|   1|10272222|2017169722|5|CVI-A40: TEMP                           |                                        |010COM02  |RECB      |MEDL     |301018.FSCI.542099.000001     |CTMEINTG|29.01.2018|PMANORMA|CAMPSPAR|23.01.2018|          |P18|D   |
|    1|   1|10389086|2017733110|5|Z600-A92: REPAR                         |                                        |010COM02  |RECB      |MEDL     |301018.FSCI.542099.000001     |CTMIINTG|12.06.2018|PMGERAL |CAMPSPAR|09.03.2018|          |P18|C   |
|    1|   1|6920439 |2018211429|6|UD-A-73:PINT *2-III*                    |Corrosão atmosférica                    |010COM02  |CANC      |MEDE     |301018.FSCI.542099.000001     |CTMIUMC |30.04.2016|PMANORMA|CAMPSPAR|04.04.2014|17.02.2016|P18|C   |
|    1|   2|6920439 |2018211429|6|UD-A-73:REPAR *3-II*                    |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIUMC |30.04.2016|PMANORMA|CAMPSPAR|04.04.2014|20.02.2016|P18|C   |
|    2|   3|6920439 |2018211429|6|UD-A-56:PINT *3-II*                     |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIUMC |09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|21.01.2015|P18|C   |
|    2|   4|6920439 |2018211429|6|UD-A-56:PINT *3-II*                     |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|21.01.2015|P18|C   |
|    2|   5|6920439 |2018211429|6|UD-A-56:PINT *3-III*                    |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|02.02.2015|P18|C   |
|    2|   6|6920439 |2018211429|6|UD-A-56:PINT *3-II*                     |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|25.07.2014|P18|C   |
|    3|   7|6920439 |2018211429|6|UD-A-72:CALD *2-III*                    |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|05.08.2014|P18|C   |
|    3|   8|6920439 |2018211429|6|UD-A-72:CALD *2-III*                    |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|05.08.2014|P18|C   |
|    3|   9|6920439 |2018211429|6|UD-A-72:CALD *2-III*                    |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|25.07.2014|P18|C   |
|    3|  10|6920439 |2018211429|6|UD-A-73:PINT *2-III*                    |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|25.07.2014|P18|C   |
|    3|  11|6920439 |2018211429|6|UD-A-72:CALD *2-III*                    |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|13.08.2014|P18|C   |
|    3|  12|6920439 |2018211429|6|UD-A-73:PINT *2-III*                    |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|13.08.2014|P18|C   |
|    3|  13|6920439 |2018211429|6|UD-A-72:CALD *2-III*                    |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|05.08.2014|P18|C   |
|    3|  14|6920439 |2018211429|6|UD-A-72:CALD *2-III*                    |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|05.08.2014|P18|C   |
|    3|  15|6920439 |2018211429|6|UD-A-72:CALD *2-III*                    |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|05.08.2014|P18|C   |
|    3|  16|6920439 |2018211429|6|UD-A-72:CALD *2-III*                    |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|25.07.2014|P18|C   |
|    3|  17|6920439 |2018211429|6|UD-A-72:CALD *2-III*                    |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|25.07.2014|P18|C   |
|    3|  18|6920439 |2018211429|6|UD-A-72:CALD *2-III*                    |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|06.08.2014|P18|C   |
|    3|  19|6920439 |2018211429|6|UD-A-72:PINT *2-III*                    |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|25.07.2014|P18|C   |
|    4|  20|6920439 |2018211429|6|UD-A-52:CALD *3-III*                    |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIUMC |30.09.2016|PMANORMA|CAMPSPAR|04.04.2014|06.02.2016|P18|C   |
|    5|  21|6920439 |2018211429|6|SP-DEC-A-11B:PINT *2-III*               |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIUMC |30.04.2016|PMANORMA|CAMPSPAR|04.04.2014|10.02.2016|P18|C   |
|    6|  22|6920439 |2018211429|6|SP-DEC-A-11A:CALD *3-III*               |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIINTG|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|08.12.2014|P18|C   |
|    6|  23|6920439 |2018211429|6|SP-DEC-A-11D:PINT *2-III*               |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|05.08.2014|P18|C   |
|    7|  24|6920439 |2018211429|6|HELID-A-81:PINT *2-III*                 |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|08.09.2014|P18|C   |
|    7|  25|6920439 |2018211429|6|HELID-A-83:PINT *2-III*                 |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|08.09.2014|P18|C   |
|    7|  26|6920439 |2018211429|6|HELID-A-81:CALD *3-III*                 |Corrosão atmosférica                    |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|09.07.2014|PMANORMA|CAMPSPAR|04.04.2014|08.09.2014|P18|C   |
|    1|  27|6920439 |2018211429|6|CS-A73: REPAR                           |Corrosão atmosférica                    |010COM02  |RECB      |MEDL     |301018.FSCI.542099.000001     |CTMEINTG|30.11.2018|PMANORMA|CAMPSPAR|04.04.2014|          |P18|C   |
|    1|   1|8558420 |2017558342|6|HELIP-A84: CALD                         |                                        |010COM02  |RECB      |MEDL     |301018.FSCI.542099.000001     |CTMIINTG|30.05.2019|PMANORMA|CAMPSPAR|16.02.2016|          |P18|C   |
|    1|   1|9612547 |2015985505|6|CS-A73: PINT                            |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|19.10.2017|PMANORMA|CAMPSPAR|26.04.2017|19.10.2017|P18|D   |
|    2|   2|9612547 |2015985505|6|CS-A73: PINT                            |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|24.09.2017|P18|D   |
|    3|   3|9612547 |2015985505|6|CS-A73: PINT                            |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSCI.542099.000001     |CTMIECOP|01.06.2017|PMANORMA|CAMPSPAR|26.04.2017|24.09.2017|P18|D   |
|    1|   1|10381557|2017542100|9|Substituir cartucho do guincho de lança |Falha intermitente freio guincho lança  |          |PH        |MEDA     |301018.FSMC.526621.000004.0006|CTMIOP  |          |PMMANUT |CAMPSPAR|07.03.2018|          |P18|A   |
|    1|   3|10271365|2017169679|5|CS-A-56: PINT                           |                                        |010COM02  |CMAN      |MEDE MSUC|301018.FSOD.513399.000002     |CTMIECOP|18.06.2018|INSPINTE|CAMPSPAR|22.01.2018|07.08.2018|P18|D   |
|    1|   2|10271365|2017169679|5|CS-A56: CALD                            |                                        |010COM02  |RECB      |MEDL     |301018.FSOD.513399.000002     |CTMIINTG|29.01.2018|INSPINTE|CAMPSPAR|22.01.2018|          |P18|D   |
|    1|   1|10271365|2017169679|5|CS-A56: REPAR                           |                                        |010COM02  |RECB      |MEDL     |301018.FSOD.513399.000002     |CTMIINTG|29.01.2018|INSPINTE|CAMPSPAR|22.01.2018|          |P18|D   |
|    6|  32|9803360 |2016763212|2|SD-DEC-A13: PINT                        |                                        |CTMIECOP  |CMAN      |MEDE MSUC|301018.PSAI.125199.000001     |CTPCM   |01.02.2018|PMANORMA|CAMPSPAR|17.07.2017|22.06.2018|P18|D   |
|    6|  31|9803360 |2016763212|2|SD-DEC-A13: PINT                        |                                        |CTMIECOP  |ELIM      |MEDE     |301018.PSAI.125199.000001     |010COP02|          |PMANORMA|CAMPSPAR|17.07.2017|          |P18|D   |
|    6|  30|9803360 |2016763212|2|SD-DEC-A13: PINT                        |                                        |CTMIECOP  |CMAN      |MEDE MSUC|301018.PSAI.125199.000001     |CTPCM   |01.02.2018|PMANORMA|CAMPSPAR|17.07.2017|22.06.2018|P18|D   |
|    6|  29|9803360 |2016763212|2|SD-DEC-A85: CALD                        |                                        |CTMIECOP  |CMAN      |MEDE MSUC|301018.PSAI.125199.000001     |CTMIECOP|01.02.2018|PMANORMA|CAMPSPAR|17.07.2017|28.03.2018|P18|C   |
|    5|  28|9803360 |2016763212|2|SD-DEC-A14: PINT                        |                                        |CTMIECOP  |CMAN      |MEDE MSUC|301018.PSAI.125199.000001     |CTMIECOP|05.01.2018|PMANORMA|CAMPSPAR|17.07.2017|05.01.2018|P18|D   |
|    4|  27|9803360 |2016763212|2|SD-DEC-A87: PINT                        |                                        |CTMIECOP  |CMAN      |MEDE MSUC|301018.PSAI.125199.000001     |CTMEINTG|01.02.2018|PMANORMA|CAMPSPAR|17.07.2017|11.09.2018|P18|D   |
